TAB0 declare string variable s ; TAB0 declare short int sz ; TAB0 declare boolean called flag = false ; TAB1 read s ; TAB1 for integer i = length of s - 1 to 0 inclusive counting down ; TAB2 if s [ i ] ! = ' / ' ; TAB3 sz = i ; TAB3 break the loop ; TAB1 for i = 0 to sz inclusive ; TAB2 if flag = false and s [ i ] = ' / ' ; TAB3 set flag to true ; TAB3 print s [ i ] ; TAB2 else if s [ i ] ! = ' / ' ; TAB3 set flag to false ; TAB3 print s [ i ] ; TAB1 print ' \ n ' ;	string s ; short int sz ; bool flag = false ; int main ( ) { cin >> s ; for ( int i = s . size ( ) - 1 ; i >= 0 ; i -- ) { if ( s [ i ] != ' / ' ) { sz = i ; break ; } } for ( int i = 0 ; i <= sz ; i ++ ) { if ( flag == false && s [ i ] == ' / ' ) { flag = true ; cout << s [ i ] ; } else if ( s [ i ] != ' / ' ) { flag = false ; cout << s [ i ] ; } } cout << ' \n ' ; return 0 ; }
TAB1 let a be array of chars of length 110 ; TAB1 len , i , j = integers ; TAB1 read a ; TAB1 len = length of a ; TAB1 for i = 0 to len exclusive ; TAB2 if a [ j ] ! = ' / ' or a [ i ] ! = ' / ' increment j and set a [ j ] to a [ i ] ; TAB1 decrement j while j > 0 and a [ j ] = = ' / ' ; TAB1 set a [ j + 1 ] to " \ 0 " ; TAB1 print a [ i ] in the loop from 0 while a [ i ] is not equal to " \ 0 " ; TAB1 print end of line ;	int main ( ) { char a [ 110 ] ; int len , i , j ; cin >> a ; len = strlen ( a ) ; for ( i = 1 , j = 0 ; i < len ; i ++ ) { if ( a [ j ] != ' / ' || a [ i ] != ' / ' ) { a [ ++ j ] = a [ i ] ; } } while ( j > 0 && a [ j ] == ' / ' ) { j -- ; } a [ j + 1 ] = ' \0 ' ; for ( i = 0 ; a [ i ] != ' \0 ' ; i ++ ) cout << a [ i ] ; cout << endl ; return 0 ; }
TAB0 let eps be constant long double = 1e - 7 ; TAB0 set constant integer inf to 1000000010 ; TAB0 set constant integer mod to 1000000007 ; TAB0 set constant integer MAXN to 100010 ; TAB0 declare strings called s and t ; TAB1 read input into s ; TAB1 set value of t to s [ 0 ] ; TAB1 for integer i = 1 to length of s exclusive ; TAB2 if s [ i ] = = ' / ' and s [ i - 1 ] is equal to ' / ' continue the loop ; TAB2 increase t by s [ i ] ; TAB1 if last element of t is equal to ' / ' , set t to t . substr ( 0 , t . size ( ) - 1 ) ; TAB1 if t is an empty string set t to " / " ; TAB1 print t and a new line ; TAB0 create constant long double eps with eps = 1e - 7 ; TAB0 creat constant integer inf with inf = 1000000010 ; TAB0 create constant integer mod with mod = 1000000007 ; TAB0 create constant integer MAXN with MAXN = 100010 ; TAB0 create strings s , t ; TAB1 read line from cin to s ; TAB1 set t to s [ 0 ] ; TAB1 for i = 1 to size of s ; TAB2 if s [ i ] is ' / ' and s [ i - 1 ] is ' / ' , break current loop iteration ; TAB2 increment t by s [ i ] ; TAB1 if t [ size of t - 1 ] is ' / ' , set t to substring of t starting at 0 to size of t - 1 ; TAB1 if t is " " , set t to " / " ; TAB1 print t print newline ;	const long double eps = 1e-7 ; const int inf = 1000000010 ; const int mod = 1000000007 ; const int MAXN = 100010 ; string s , t ; int main ( ) { getline ( cin , s ) ; t = s [ 0 ] ; for ( int i = 1 ; i < s . size ( ) ; i ++ ) { if ( s [ i ] == ' / ' && s [ i - 1 ] == ' / ' ) continue ; t += s [ i ] ; } if ( t [ t . size ( ) - 1 ] == ' / ' ) t = t . substr ( 0 , t . size ( ) - 1 ) ; if ( t == "  " ) t = " / " ; cout << t << endl ; return 0 ; } const long double eps = 1e-7 ; const int inf = 1000000010 ; const int mod = 1000000007 ; const int MAXN = 100010 ; string s , t ; int main ( ) { getline ( cin , s ) ; t = s [ 0 ] ; for ( int i = 1 ; i < s . size ( ) ; i ++ ) { if ( s [ i ] == ' / ' && s [ i - 1 ] == ' / ' ) continue ; t += s [ i ] ; } if ( t [ t . size ( ) - 1 ] == ' / ' ) t = t . substr ( 0 , t . size ( ) - 1 ) ; if ( t == "  " ) t = " / " ; cout << t << endl ; return 0 ; }
TAB1 declare string variable str ; TAB1 read str ; TAB1 ans is vector of characters ; TAB1 assign value false to the boolean flag ; TAB1 for long long i from 0 to length of str exclusive ; TAB2 if str [ i ] is ' / ' ; TAB3 if flag is true , continue ; TAB3 set flag to true ; TAB2 else ; TAB3 set flag to false ; TAB2 push str [ i ] into ans ; TAB1 for i = 0 to length of ans exclusive ; TAB2 if length of ans > 1 and i = length of ans - and ans [ i ] = ' / ' , continue the loop ; TAB2 print ans [ i ] ; TAB1 print new line ; TAB1 create string str ; TAB1 read str ; TAB1 create character vector ans ; TAB1 create boolean flag with flag = false ; TAB1 for i = 0 to size of str exclusive ; TAB2 if str [ i ] is ' / ' ; TAB3 if flag is true , break current loop iteration ; TAB3 set flag to true ; TAB2 else ; TAB3 set flag to false ; TAB2 add element str [ i ] to end of ans ; TAB1 for i = 0 to size of ans exclusive ; TAB2 if size of ans is greater than 1 and i is size of ans - 1 and ans [ i ] is ' / ' , break current loop iteration ; TAB2 print ans [ i ] ; TAB1 print newline ;	int main ( ) { string str ; cin >> str ; vector < char > ans ; bool flag = false ; for ( long long ( i ) = ( 0 ) ; ( i ) < ( str . size ( ) ) ; ++ i ) { if ( str [ i ] == ' / ' ) { if ( flag ) continue ; flag = true ; } else { flag = false ; } ans . push_back ( str [ i ] ) ; } for ( long long ( i ) = ( 0 ) ; ( i ) < ( ans . size ( ) ) ; ++ i ) { if ( ans . size ( ) > 1 && i == ans . size ( ) - 1 && ans [ i ] == ' / ' ) continue ; cout << ans [ i ] ; } cout << endl ; return 0 ; } int main ( ) { string str ; cin >> str ; vector < char > ans ; bool flag = false ; for ( long long ( i ) = ( 0 ) ; ( i ) < ( str . size ( ) ) ; ++ i ) { if ( str [ i ] == ' / ' ) { if ( flag ) continue ; flag = true ; } else { flag = false ; } ans . push_back ( str [ i ] ) ; } for ( long long ( i ) = ( 0 ) ; ( i ) < ( ans . size ( ) ) ; ++ i ) { if ( ans . size ( ) > 1 && i == ans . size ( ) - 1 && ans [ i ] == ' / ' ) continue ; cout << ans [ i ] ; } cout << endl ; return 0 ; }
TAB1 s = string ; TAB1 read s ; TAB1 create integer t with value 2 ; TAB1 declare empty strings ans and temps ; TAB1 set value of booleans chk and lol to false ; TAB1 for integer i = 0 to size of s exclusive ; TAB2 if isalpha ( s [ i ] ) ; TAB3 increase temps by s [ i ] ; TAB3 set chk to true ; TAB2 else ; TAB3 if chk is true ; TAB4 append string " / " + temps to ans ; TAB4 set value of temps to an empty string ; TAB4 set chk to false ; TAB3 set lol to true ; TAB1 if temps is not empty attach " / " and temps to ans ; TAB1 if and is empty and lol is true append character " / " to ans ; TAB1 print ans and a new line ;	int main ( ) { string s ; cin >> s ; int t = 2 ; string ans = "  " , temps = "  " ; bool chk = false , lol = false ; for ( int i = 0 ; i < s . size ( ) ; i ++ ) { if ( isalpha ( s [ i ] ) ) { temps += s [ i ] ; chk = true ; } else { if ( chk == true ) { ans += " / " + temps ; temps = "  " ; chk = false ; } lol = true ; } } if ( temps . size ( ) != 0 ) ans += " / " + temps ; if ( ans . size ( ) == 0 && lol == true ) ans += " / " ; cout << ans << endl ; }
TAB1 let s be string ; TAB1 read s ; TAB1 Let l be the size of string s ; TAB1 let n = 0 ; TAB1 for i = 0 to n exclusive ; TAB2 if s [ i ] is not equal to s [ i - 1 ] and s [ i ] is equal to / ; TAB3 increment n ; TAB3 print s [ i - 1 ] ; TAB1 if s [ i - 1 ] is not equal to / or n = 0 ; TAB1 end of the line ; TAB1 create string s ; TAB1 read s ; TAB1 create integer l with l = size of s ; TAB1 create integer n with n = 0 ; TAB1 for i = 1 to l exclusive ; TAB2 if ( s [ i ] is s [ i - 1 ] and s [ i ] is ' / ' ) is false ; TAB3 increment n ; TAB3 print s [ i - 1 ] ; TAB1 if s [ l - 1 ] is not ' / ' or n is 0 , print s [ l - 1 ] ; TAB1 print newline ;	int main ( ) { string s ; cin >> s ; int l = s . size ( ) ; int n = 0 ; for ( int i = 1 ; i < l ; i ++ ) { if ( ! ( s [ i ] == s [ i - 1 ] && s [ i ] == ' / ' ) ) { ++ n ; cout << s [ i - 1 ] ; } } if ( s [ l - 1 ] != ' / ' || n == 0 ) cout << s [ l - 1 ] ; cout << endl ; return 0 ; } int main ( ) { string s ; cin >> s ; int l = s . size ( ) ; int n = 0 ; for ( int i = 1 ; i < l ; i ++ ) { if ( ! ( s [ i ] == s [ i - 1 ] && s [ i ] == ' / ' ) ) { ++ n ; cout << s [ i - 1 ] ; } } if ( s [ l - 1 ] != ' / ' || n == 0 ) cout << s [ l - 1 ] ; cout << endl ; return 0 ; }
TAB0 create constant integer maxn with maxn = 200005 ; TAB0 create constant integer mod with mod = 1e9 + 7 ; TAB0 create constant double eps with eps = 1e - 8 ; TAB0 create constant double PI with PI = acosign of - 1 ; TAB0 declare judge with doubles x1 , x2 , x3 , y1 , y2 , y3 as arguments , returning double ; TAB1 if x1 is x2 and y1 is y2 or x2 is x3 and y2 is y3 or x3 is x1 and y3 is y1 , return 0 from function ; TAB1 create double array a with size 3 ; TAB1 set a [ 0 ] to ( x1 - x2 ) * ( x1 - x2 ) + ( y1 - y2 ) * ( y1 - y2 ) ; TAB1 set a [ 1 ] to ( x2 - x3 ) * ( x2 - x3 ) + ( y2 - y3 ) * ( y2 - y3 ) ; TAB1 set a [ 2 ] to ( x1 - x3 ) * ( x1 - x3 ) + ( y1 - y3 ) * ( y1 - y3 ) ; TAB1 sort elements from a to a + 3 ; TAB1 if a [ 0 ] + a [ 1 ] is a [ 2 ] , return 1 from function ; TAB0 create integer array dx with dx = { 0 , 0 , 1 , - 1 } ; TAB0 create integer array dy with dy = { 1 , - 1 , 0 , 0 } ; TAB1 create doubles x1 , x2 , x3 , y1 , y2 , y3 ; TAB1 while read x1 read y1 read x2 read y2 read x3 read y3 is true ; TAB2 if result of run judge with arguments x1 , x2 , x3 , y1 , y2 , y3 is true ; TAB3 print " RIGHT " print newline ; TAB2 else ; TAB3 create integer flag with flag = 0 ; TAB3 for i = 0 to 4 exclusive ; TAB4 create doubles xx , yy with xx = x1 + dx [ i ] , yy = y1 + dy [ i ] ; TAB4 if result of run judge with arguments xx , x2 , x3 , yy , y2 , y3 is true ; TAB5 set flag to 1 ; TAB5 print " ALMOST " print newline ; TAB5 break loop ; TAB3 if flag is true , break current loop iteration ; TAB3 for i = 0 to 4 exclusive ; TAB4 create doubles xx , yy , with xx = x2 + dx [ i ] , yy = y2 + dy [ i ] ; TAB4 if result of run judge with arguments x1 , xx , x3 , y1 , yy , y3 is true ; TAB5 set flag to 1 ; TAB5 print " ALMOST " print newline ; TAB5 break loop ; TAB3 if flag is true , break current loop iteration ; TAB3 for i = 0 to 4 exclusive ; TAB4 create double xx , yy with xx = x3 + dx [ i ] , yy = y3 + dy [ i ] ; TAB4 if result of run judge with x1 , x2 , xx , y1 , y2 , yy is true ; TAB5 set flag to 1 ; TAB5 print " ALMOST " print newline ; TAB5 break loop ; TAB3 if not flag , print " NEITHER " print newline ;	const int maxn = 200005 ; const int mod = 1e9 + 7 ; const double eps = 1e-8 ; const double PI = acos ( - 1.0 ) ; double judge ( double x1 , double x2 , double x3 , double y1 , double y2 , double y3 ) { if ( x1 == x2 && y1 == y2 || x2 == x3 && y2 == y3 || x3 == x1 && y3 == y1 ) return 0 ; double a [ 3 ] ; a [ 0 ] = ( x1 - x2 ) * ( x1 - x2 ) + ( y1 - y2 ) * ( y1 - y2 ) ; a [ 1 ] = ( x2 - x3 ) * ( x2 - x3 ) + ( y2 - y3 ) * ( y2 - y3 ) ; a [ 2 ] = ( x1 - x3 ) * ( x1 - x3 ) + ( y1 - y3 ) * ( y1 - y3 ) ; sort ( a , a + 3 ) ; if ( a [ 0 ] + a [ 1 ] == a [ 2 ] ) return 1 ; return 0 ; } int dx [ ] = { 0 , 0 , 1 , - 1 } ; int dy [ ] = { 1 , - 1 , 0 , 0 } ; int main ( ) { double x1 , x2 , x3 , y1 , y2 , y3 ; while ( cin >> x1 >> y1 >> x2 >> y2 >> x3 >> y3 ) { if ( judge ( x1 , x2 , x3 , y1 , y2 , y3 ) ) cout << " RIGHT " << endl ; else { int flag = 0 ; for ( int i = 0 ; i < 4 ; i ++ ) { double xx = x1 + dx [ i ] , yy = y1 + dy [ i ] ; if ( judge ( xx , x2 , x3 , yy , y2 , y3 ) ) { flag = 1 ; cout << " ALMOST " << endl ; break ; } } if ( flag ) continue ; for ( int i = 0 ; i < 4 ; i ++ ) { double xx = x2 + dx [ i ] , yy = y2 + dy [ i ] ; if ( judge ( x1 , xx , x3 , y1 , yy , y3 ) ) { flag = 1 ; cout << " ALMOST " << endl ; break ; } } if ( flag ) continue ; for ( int i = 0 ; i < 4 ; i ++ ) { double xx = x3 + dx [ i ] , yy = y3 + dy [ i ] ; if ( judge ( x1 , x2 , xx , y1 , y2 , yy ) ) { flag = 1 ; cout << " ALMOST " << endl ; break ; } } if ( ! flag ) cout << " NEITHER " << endl ; } } return 0 ; }
TAB1 let s be string ; TAB1 while can read input into s ; TAB2 integer sz = size of s ; TAB2 ns = empty string ; TAB2 create integer flag with value 0 ; TAB2 for i = 0 to sz exclusive ; TAB3 if s [ i ] is equal to ' / ' ; TAB4 increase flag ; TAB3 else ; TAB4 set flag to 0 ; TAB3 if flag and 0 or flag is equal to 1 increase ns by s [ i ] ; TAB2 if length of ns is equal to 1 ; TAB3 print ns and a new line ; TAB2 else if last element of ns is ' / ' ; TAB3 print ns without last symbol and a new line ; TAB2 else ; TAB3 print ns and a new line ; TAB1 create string s ; TAB1 while read s is true ; TAB2 create integer sz with sz = size of s ; TAB2 create string ns with ns = " " ; TAB2 create integer flag with flag = 0 ; TAB2 for i = 0 to sz exclusive ; TAB3 if s [ i ] is ' / ' ; TAB4 increment flag ; TAB3 else ; TAB4 set flag to 0 ; TAB3 if flag is 0 or flag is 1 , increment ns by s [ i ] ; TAB2 if size of ns is 1 ; TAB3 print ns print newline ; TAB2 else if ns [ size of ns - 1 ] is ' / ' ; TAB3 print substring of ns from 0 to size of ns - 1 , print newline ; TAB2 else ; TAB3 print ns print newline ;	int main ( ) { string s ; while ( cin >> s ) { int sz = s . size ( ) ; string ns = "  " ; int flag = 0 ; for ( int i = 0 ; i < sz ; i ++ ) { if ( s [ i ] == ' / ' ) { flag ++ ; } else { flag = 0 ; } if ( flag == 0 || flag == 1 ) { ns += s [ i ] ; } } if ( ns . size ( ) == 1 ) cout << ns << endl ; else if ( ns [ ns . size ( ) - 1 ] == ' / ' ) cout << ns . substr ( 0 , ns . size ( ) - 1 ) << endl ; else cout << ns << endl ; } return 0 ; } int main ( ) { string s ; while ( cin >> s ) { int sz = s . size ( ) ; string ns = "  " ; int flag = 0 ; for ( int i = 0 ; i < sz ; i ++ ) { if ( s [ i ] == ' / ' ) { flag ++ ; } else { flag = 0 ; } if ( flag == 0 || flag == 1 ) { ns += s [ i ] ; } } if ( ns . size ( ) == 1 ) cout << ns << endl ; else if ( ns [ ns . size ( ) - 1 ] == ' / ' ) cout << ns . substr ( 0 , ns . size ( ) - 1 ) << endl ; else cout << ns << endl ; } return 0 ; }
TAB1 declare string variable s ; TAB1 read s ; TAB1 let vv be a vector of strings ; TAB1 create integers i and j ; TAB1 n = length of s ; TAB1 str is an empty string , temp is string ; TAB1 set temp to str ; TAB1 if s [ 0 ] is equal to ' / ' ; TAB2 push " / " into vv ; TAB2 set value of i to 0 ; TAB2 for j = i to n exclusive ; TAB3 if s [ j ] ! = ' / ' , break the loop ; TAB1 set value of i to j ; TAB1 loop while i < n incrementing i ; TAB2 if s [ i ] is equal to ' / ' ; TAB3 if temp ! = str , push str into vv ; TAB3 str = " " ; TAB3 for j = i to n exclusive ; TAB4 if s [ j ] is not ' / ' , break ; TAB3 i = j - 1 ; TAB3 if i ! = n - 1 , push " / " into vv ; TAB2 else ; TAB3 increase str by s [ i ] ; TAB1 if str ! = temp , push str into vv ; TAB1 print all elements of vv one by one ; TAB1 print ' \ n ' ; TAB1 create string s ; TAB1 read s ; TAB1 create string vector vv ; TAB1 create integers i , j ; TAB1 create integer n with n = size of s ; TAB1 create strings str , temp with str = " " , ; TAB1 set temp to str ; TAB1 if s [ 0 ] is / ; TAB2 add element / to end of vv ; TAB2 set i to 0 ; TAB2 for j = i + 1 to n exclusive ; TAB3 if s [ j ] is not / , break loop ; TAB1 set i to j ; TAB1 for i to n exclusive ; TAB2 set s [ i ] to / ; TAB3 if temp is not str , add element str to end of vv ; TAB3 set str to " " ; TAB3 for j = i + 1 to n exclusive ; TAB4 if s [ j ] is not / , break loop ; TAB3 set i to j - 1 ; TAB3 if i is not n - 1 , add element / to end of vv ; TAB2 else ; TAB3 increment str by s [ i ] ; TAB1 if str is not temp , add element str to end of vv ; TAB1 for i = 0 to size of vv , print vv [ i ] ; TAB1 print \ n ;	int main ( ) { string s ; cin >> s ; vector < string > vv ; int i , j ; int n = s . size ( ) ; string str = "  " , temp ; temp = str ; if ( s [ 0 ] == ' / ' ) { vv . push_back ( " / " ) ; i = 0 ; for ( j = i + 1 ; j < n ; j ++ ) { if ( s [ j ] != ' / ' ) break ; } } i = j ; for ( ; i < n ; i ++ ) { if ( s [ i ] == ' / ' ) { if ( temp != str ) vv . push_back ( str ) ; str = "  " ; for ( j = i + 1 ; j < n ; j ++ ) { if ( s [ j ] != ' / ' ) break ; } i = j - 1 ; if ( i != n - 1 ) vv . push_back ( " / " ) ; } else { str += s [ i ] ; } } if ( str != temp ) vv . push_back ( str ) ; for ( i = 0 ; i < vv . size ( ) ; i ++ ) cout << vv [ i ] ; cout << ' \n ' ; } int main ( ) { string s ; cin >> s ; vector < string > vv ; int i , j ; int n = s . size ( ) ; string str = "  " , temp ; temp = str ; if ( s [ 0 ] == ' / ' ) { vv . push_back ( " / " ) ; i = 0 ; for ( j = i + 1 ; j < n ; j ++ ) { if ( s [ j ] != ' / ' ) break ; } } i = j ; for ( ; i < n ; i ++ ) { if ( s [ i ] == ' / ' ) { if ( temp != str ) vv . push_back ( str ) ; str = "  " ; for ( j = i + 1 ; j < n ; j ++ ) { if ( s [ j ] != ' / ' ) break ; } i = j - 1 ; if ( i != n - 1 ) vv . push_back ( " / " ) ; } else { str += s [ i ] ; } } if ( str != temp ) vv . push_back ( str ) ; for ( i = 0 ; i < vv . size ( ) ; i ++ ) cout << vv [ i ] ; cout << ' \n ' ; }
TAB0 create constant integer maxn with maxn = 200005 ; TAB0 create constant integer mod with mod = 1e9 + 7 ; TAB0 create constant double eps with eps = 1e - 8 ; TAB0 create constant double PI with PI = acosign of - 1 . 0 ; TAB0 declare judge with doubles x1 , x2 , x3 , y1 , y2 , y3 as arguments , returning double ; TAB1 if x1 is x2 and y1 is y2 or x2 is x3 and y2 is y3 or x3 is x1 and y3 is y1 , return 0 from function ; TAB1 create double array a of size 3 ; TAB1 set a [ 0 ] to ( x1 - x2 ) * ( x1 - x2 ) + ( y1 - y2 ) * ( y1 - y2 ) ; TAB1 set a [ 1 ] to ( x2 - x3 ) * ( x2 - x3 ) + ( y2 - y3 ) * ( y2 - y3 ) ; TAB1 set a [ 2 ] to ( x1 - x3 ) * ( x1 - x3 ) + ( y1 - y3 ) * ( y1 - y3 ) ; TAB1 sort elements from a to a + 3 ; TAB1 if a [ 0 ] + a [ 1 ] is a [ 2 ] , return 1 from function ; TAB0 create integer array dx with dx = { 0 , 0 , 1 , - 1 } ; TAB0 create integer array dy with dy = { 1 , - 1 , 0 , 0 } ; TAB1 create doubles x1 , x2 , x3 , y1 , y2 , y3 ; TAB1 while read x1 read y1 read x2 read y2 read x3 read y3 is true ; TAB2 if result of run judge with x1 , x2 , x3 , y1 , y2 , y3 as arguments is true ; TAB3 print " RIGHT " print newline ; TAB2 else ; TAB3 create integer flag with flag = 0 ; TAB3 for i = 0 to 4 exclusive ; TAB4 create double xx with xx = x1 + dx [ i ] , yy = y1 + dy [ i ] ; TAB4 if result of run judge with xx , x2 , x3 , yy , y2 , y3 as arguments is true ; TAB5 set flag to 1 ; TAB5 print " ALMOST " print newline ; TAB5 break loop ; TAB3 if flag is true , break current loop iteration ; TAB3 for i = 0 to 4 exclusive ; TAB4 create doubles xx , yy with xx = x2 + dx [ i ] , yy = y2 + dy [ i ] ; TAB4 if run judge with arguments x1 , xx , x3 , y1 , yy , y3 is true ; TAB5 set flag to 1 ; TAB5 print " ALMOST " print newline ; TAB5 break loop ; TAB3 if flag is true , break current loop iteration ; TAB3 for i = 0 to 4 exclusive ; TAB4 create doubles xx , yy , with xx = x3 + dx [ i ] , yy = y3 + dy [ i ] ; TAB4 if result of run judge with arguments x1 , x2 , xx , y1 , y2 , yy is true ; TAB5 set flag to 1 ; TAB5 print " ALMOST " print newline ; TAB5 break loop ; TAB3 if not flag , print " NEITHER " print newline ;	const int maxn = 200005 ; const int mod = 1e9 + 7 ; const double eps = 1e-8 ; const double PI = acos ( - 1.0 ) ; double judge ( double x1 , double x2 , double x3 , double y1 , double y2 , double y3 ) { if ( x1 == x2 && y1 == y2 || x2 == x3 && y2 == y3 || x3 == x1 && y3 == y1 ) return 0 ; double a [ 3 ] ; a [ 0 ] = ( x1 - x2 ) * ( x1 - x2 ) + ( y1 - y2 ) * ( y1 - y2 ) ; a [ 1 ] = ( x2 - x3 ) * ( x2 - x3 ) + ( y2 - y3 ) * ( y2 - y3 ) ; a [ 2 ] = ( x1 - x3 ) * ( x1 - x3 ) + ( y1 - y3 ) * ( y1 - y3 ) ; sort ( a , a + 3 ) ; if ( a [ 0 ] + a [ 1 ] == a [ 2 ] ) return 1 ; return 0 ; } int dx [ ] = { 0 , 0 , 1 , - 1 } ; int dy [ ] = { 1 , - 1 , 0 , 0 } ; int main ( ) { double x1 , x2 , x3 , y1 , y2 , y3 ; while ( cin >> x1 >> y1 >> x2 >> y2 >> x3 >> y3 ) { if ( judge ( x1 , x2 , x3 , y1 , y2 , y3 ) ) cout << " RIGHT " << endl ; else { int flag = 0 ; for ( int i = 0 ; i < 4 ; i ++ ) { double xx = x1 + dx [ i ] , yy = y1 + dy [ i ] ; if ( judge ( xx , x2 , x3 , yy , y2 , y3 ) ) { flag = 1 ; cout << " ALMOST " << endl ; break ; } } if ( flag ) continue ; for ( int i = 0 ; i < 4 ; i ++ ) { double xx = x2 + dx [ i ] , yy = y2 + dy [ i ] ; if ( judge ( x1 , xx , x3 , y1 , yy , y3 ) ) { flag = 1 ; cout << " ALMOST " << endl ; break ; } } if ( flag ) continue ; for ( int i = 0 ; i < 4 ; i ++ ) { double xx = x3 + dx [ i ] , yy = y3 + dy [ i ] ; if ( judge ( x1 , x2 , xx , y1 , y2 , yy ) ) { flag = 1 ; cout << " ALMOST " << endl ; break ; } } if ( ! flag ) cout << " NEITHER " << endl ; } } return 0 ; }
